product_id;category
PR000117;cama_mesa_banho
PR000118;cama_mesa_banho
PR000119;telefonia
PR000120;malas_acessorios
PR000121;perfumaria
PR000122;esporte_lazer
PR000123;sinalizacao_e_seguranca
PR000124;climatizacao
PR000125;fashion_bolsas_e_acessorios
PR000126;moveis_decoracao
PR000127;esporte_lazer
PR000128;telefonia
PR000129;NA
PR000130;artes
PR000131;cama_mesa_banho
PR000132;ferramentas_jardim
PR000133;fashion_bolsas_e_acessorios
PR000134;bebes
PR000135;consoles_games
PR000136;utilidades_domesticas
PR000137;malas_acessorios
PR000138;cama_mesa_banho
PR000139;consoles_games
PR000140;esporte_lazer
PR000141;esporte_lazer
PR000142;cool_stuff
PR000143;consoles_games
PR000144;relogios_presentes
PR000145;brinquedos
PR000146;NA
PR000147;bebes
PR000148;moveis_sala
PR000149;automotivo
PR000150;eletrodomesticos
PR000151;relogios_presentes
PR000152;cama_mesa_banho
PR000153;automotivo
PR000154;esporte_lazer
PR000155;NA
PR000156;brinquedos
PR000157;beleza_saude
PR000158;beleza_saude
PR000159;utilidades_domesticas
PR000160;ferramentas_jardim
PR000161;esporte_lazer
PR000162;telefonia
PR000163;moveis_escritorio
PR000164;relogios_presentes
PR000165;esporte_lazer
PR000166;fashion_bolsas_e_acessorios
PR000167;automotivo
PR000168;utilidades_domesticas
PR000169;casa_construcao
PR000170;fashion_bolsas_e_acessorios
PR000171;utilidades_domesticas
PR000172;informatica_acessorios
PR000173;esporte_lazer
PR000174;papelaria
PR000175;esporte_lazer
PR000176;telefonia
PR000177;livros_interesse_geral
PR000178;informatica_acessorios
PR000179;perfumaria
PR000180;brinquedos
PR000181;construcao_ferramentas_ferramentas
PR000182;brinquedos
PR000183;telefonia
PR000184;ferramentas_jardim
PR000185;utilidades_domesticas
PR000186;fashion_underwear_e_moda_praia
PR000187;malas_acessorios
PR000188;eletronicos
PR000189;utilidades_domesticas
PR000190;automotivo
PR000191;fashion_calcados
PR000192;esporte_lazer
PR000193;construcao_ferramentas_construcao
PR000194;beleza_saude
PR000195;relogios_presentes
PR000196;moveis_decoracao
PR000197;moveis_decoracao
PR000198;NA
PR000199;cama_mesa_banho
PR000200;cool_stuff
PR000201;utilidades_domesticas
PR000202;esporte_lazer
PR000203;papelaria
PR000204;papelaria
PR000205;brinquedos
PR000206;climatizacao
PR000207;cama_mesa_banho
PR000208;pet_shop
PR000209;brinquedos
PR000210;bebes
PR000211;informatica_acessorios
PR000212;cama_mesa_banho
PR000213;perfumaria
PR000214;eletronicos
PR000215;brinquedos
PR000216;fashion_roupa_masculina
PR000217;pet_shop
PR000218;bebes
PR000219;beleza_saude
PR000220;relogios_presentes
PR000221;cama_mesa_banho
PR000222;beleza_saude
PR000223;brinquedos
PR000224;utilidades_domesticas
PR000225;malas_acessorios
PR000226;esporte_lazer
PR000227;papelaria
PR000228;casa_construcao
PR000229;relogios_presentes
PR000230;cama_mesa_banho
PR000231;cool_stuff
PR000232;esporte_lazer
PR000233;utilidades_domesticas
PR000234;artes
PR000235;beleza_saude
PR000236;consoles_games
PR000237;fashion_bolsas_e_acessorios
PR000238;cama_mesa_banho
PR000239;automotivo
PR000240;informatica_acessorios
PR000241;esporte_lazer
PR000242;moveis_decoracao
PR000243;utilidades_domesticas
PR000244;construcao_ferramentas_ferramentas
PR000245;NA
PR000246;eletrodomesticos
PR000247;ferramentas_jardim
PR000248;moveis_cozinha_area_de_servico_jantar_e_jardim
PR000249;utilidades_domesticas
PR000250;brinquedos
PR000251;beleza_saude
PR000252;eletronicos
PR000253;pet_shop
PR000254;esporte_lazer
PR000255;bebes
PR000256;utilidades_domesticas
PR000257;bebes
PR000258;moveis_escritorio
PR000259;malas_acessorios
PR000260;eletronicos
PR000261;beleza_saude
PR000262;brinquedos
PR000263;esporte_lazer
PR000264;industria_comercio_e_negocios
PR000265;informatica_acessorios
PR000266;moveis_escritorio
PR000267;telefonia
PR000268;telefonia_fixa
PR000269;cama_mesa_banho
PR000270;fashion_calcados
PR000271;cool_stuff
PR000272;construcao_ferramentas_iluminacao
PR000273;esporte_lazer
PR000274;utilidades_domesticas
PR000275;cama_mesa_banho
PR000276;construcao_ferramentas_seguranca
PR000277;cama_mesa_banho
PR000278;automotivo
PR000279;cama_mesa_banho
PR000280;bebes
PR000281;brinquedos
PR000282;perfumaria
PR000283;consoles_games
PR000284;automotivo
PR000285;informatica_acessorios
PR000286;moveis_decoracao
PR000287;relogios_presentes
PR000288;automotivo
PR000289;instrumentos_musicais
PR000290;esporte_lazer
PR000291;beleza_saude
PR000292;consoles_games
PR000293;beleza_saude
PR000294;construcao_ferramentas_construcao
PR000295;NA
PR000296;informatica_acessorios
PR000297;moveis_decoracao
PR000298;fashion_bolsas_e_acessorios
PR000299;moveis_decoracao
PR000300;NA
PR000301;moveis_decoracao
PR000302;relogios_presentes
PR000303;construcao_ferramentas_construcao
PR000304;moveis_decoracao
PR000305;malas_acessorios
PR000306;moveis_decoracao
PR000307;fashion_roupa_masculina
PR000308;informatica_acessorios
PR000309;pet_shop
PR000310;ferramentas_jardim
PR000311;fashion_calcados
PR000312;cama_mesa_banho
PR000313;ferramentas_jardim
PR000314;climatizacao
PR000315;moveis_decoracao
PR000316;fashion_calcados
PR000317;telefonia
PR000318;automotivo
PR000319;automotivo
PR000320;automotivo
PR000321;utilidades_domesticas
PR000322;bebes
PR000323;consoles_games
PR000324;fashion_bolsas_e_acessorios
PR000325;telefonia
PR000326;beleza_saude
PR000327;esporte_lazer
PR000328;ferramentas_jardim
PR000329;cama_mesa_banho
PR000330;livros_tecnicos
PR000331;esporte_lazer
PR000332;esporte_lazer
PR000333;beleza_saude
PR000334;cool_stuff
PR000335;perfumaria
PR000336;beleza_saude
PR000337;eletronicos
PR000338;ferramentas_jardim
PR000339;moveis_decoracao
PR000340;eletrodomesticos_2
PR000341;fashion_bolsas_e_acessorios
PR000342;consoles_games
PR000343;instrumentos_musicais
PR000344;cama_mesa_banho
PR000345;moveis_escritorio
PR000346;bebes
PR000347;cama_mesa_banho
PR000348;NA
PR000349;artigos_de_festas
PR000350;fashion_bolsas_e_acessorios
PR000351;malas_acessorios
PR000352;malas_acessorios
PR000353;fashion_bolsas_e_acessorios
PR000354;beleza_saude
PR000355;papelaria
PR000356;cama_mesa_banho
PR000357;telefonia
PR000358;climatizacao
PR000359;papelaria
PR000360;relogios_presentes
PR000361;cama_mesa_banho
PR000362;papelaria
PR000363;construcao_ferramentas_iluminacao
PR000364;moveis_escritorio
PR000365;bebes
PR000366;esporte_lazer
PR000367;esporte_lazer
PR000368;esporte_lazer
PR000369;telefonia
PR000370;automotivo
PR000371;papelaria
PR000372;informatica_acessorios
PR000373;relogios_presentes
PR000374;bebes
PR000375;perfumaria
PR000376;cama_mesa_banho
PR000377;cool_stuff
PR000378;esporte_lazer
PR000379;fashion_bolsas_e_acessorios
PR000380;automotivo
PR000381;esporte_lazer
PR000382;beleza_saude
PR000383;brinquedos
PR000384;utilidades_domesticas
PR000385;telefonia
PR000386;ferramentas_jardim
PR000387;moveis_decoracao
PR000388;utilidades_domesticas
PR000389;livros_interesse_geral
PR000390;utilidades_domesticas
PR000391;moveis_escritorio
PR000392;cama_mesa_banho
PR000393;moveis_decoracao
PR000394;moveis_decoracao
PR000395;cama_mesa_banho
PR000396;ferramentas_jardim
PR000397;informatica_acessorios
PR000398;informatica_acessorios
PR000399;utilidades_domesticas
PR000400;bebidas
PR000401;cama_mesa_banho
PR000402;beleza_saude
PR000403;telefonia
PR000404;bebes
PR000405;pet_shop
PR000406;relogios_presentes
PR000407;eletroportateis
PR000408;esporte_lazer
PR000409;cama_mesa_banho
PR000410;beleza_saude
PR000411;telefonia
PR000412;market_place
PR000413;automotivo
PR000414;perfumaria
PR000415;esporte_lazer
PR000416;perfumaria
PR000417;casa_construcao
PR000418;utilidades_domesticas
PR000419;esporte_lazer
PR000420;brinquedos
PR000421;la_cuisine
PR000422;esporte_lazer
PR000423;moveis_decoracao
PR000424;moveis_escritorio
PR000425;esporte_lazer
PR000426;cama_mesa_banho
PR000427;cool_stuff
PR000428;cool_stuff
PR000429;NA
PR000430;livros_tecnicos
PR000431;beleza_saude
PR000432;beleza_saude
PR000433;brinquedos
PR000434;informatica_acessorios
PR000435;utilidades_domesticas
PR000436;cama_mesa_banho
PR000437;NA
PR000438;perfumaria
PR000439;automotivo
PR000440;perfumaria
PR000441;telefonia
PR000442;telefonia
PR000443;utilidades_domesticas
PR000444;eletronicos
PR000445;consoles_games
PR000446;utilidades_domesticas
PR000447;utilidades_domesticas
PR000448;utilidades_domesticas
PR000449;fashion_bolsas_e_acessorios
PR000450;automotivo
PR000451;construcao_ferramentas_ferramentas
PR000452;informatica_acessorios
PR000453;cama_mesa_banho
PR000454;perfumaria
PR000455;esporte_lazer
PR000456;automotivo
PR000457;moveis_decoracao
PR000458;moveis_decoracao
PR000459;pet_shop
PR000460;NA
PR000461;moveis_decoracao
PR000462;moveis_decoracao
PR000463;esporte_lazer
PR000464;moveis_decoracao
PR000465;automotivo
PR000466;esporte_lazer
PR000467;eletroportateis
PR000468;beleza_saude
PR000469;cama_mesa_banho
PR000470;informatica_acessorios
PR000471;utilidades_domesticas
PR000472;utilidades_domesticas
PR000473;cool_stuff
PR000474;bebidas
PR000475;bebes
PR000476;instrumentos_musicais
PR000477;cama_mesa_banho
PR000478;papelaria
PR000479;automotivo
PR000480;fashion_bolsas_e_acessorios
PR000481;papelaria
PR000482;moveis_decoracao
PR000483;eletrodomesticos
PR000484;casa_construcao
PR000485;esporte_lazer
PR000486;moveis_sala
PR000487;utilidades_domesticas
PR000488;malas_acessorios
PR000489;relogios_presentes
PR000490;beleza_saude
PR000491;informatica_acessorios
PR000492;utilidades_domesticas
PR000493;utilidades_domesticas
PR000494;cama_mesa_banho
PR000495;beleza_saude
PR000496;utilidades_domesticas
PR000497;telefonia
PR000498;informatica_acessorios
PR000499;construcao_ferramentas_jardim
PR000500;cool_stuff
PR000501;perfumaria
PR000502;cama_mesa_banho
PR000503;automotivo
PR000504;beleza_saude
PR000505;NA
PR000506;beleza_saude
PR000507;relogios_presentes
PR000508;esporte_lazer
PR000509;beleza_saude
PR000510;utilidades_domesticas
PR000511;sinalizacao_e_seguranca
PR000512;fashion_bolsas_e_acessorios
PR000513;telefonia
PR000514;esporte_lazer
PR000515;NA
PR000516;fashion_roupa_masculina
PR000517;beleza_saude
PR000518;relogios_presentes
PR000519;automotivo
PR000520;relogios_presentes
PR000521;livros_tecnicos
PR000522;informatica_acessorios
PR000523;cool_stuff
PR000524;moveis_decoracao
PR000525;beleza_saude
PR000526;consoles_games
PR000527;brinquedos
PR000528;cama_mesa_banho
PR000529;brinquedos
PR000530;beleza_saude
PR000531;brinquedos
PR000532;cama_mesa_banho
PR000533;utilidades_domesticas
PR000534;brinquedos
PR000535;relogios_presentes
PR000536;beleza_saude
PR000537;cama_mesa_banho
PR000538;moveis_decoracao
PR000539;utilidades_domesticas
PR000540;construcao_ferramentas_construcao
PR000541;cama_mesa_banho
PR000542;informatica_acessorios
PR000543;malas_acessorios
PR000544;beleza_saude
PR000545;eletrodomesticos
PR000546;utilidades_domesticas
PR000547;informatica_acessorios
PR000548;utilidades_domesticas
PR000549;moveis_decoracao
PR000550;perfumaria
PR000551;fashion_roupa_feminina
PR000552;cool_stuff
PR000553;NA
PR000554;utilidades_domesticas
PR000555;utilidades_domesticas
PR000556;automotivo
PR000557;esporte_lazer
PR000558;fashion_bolsas_e_acessorios
PR000559;papelaria
PR000560;construcao_ferramentas_seguranca
PR000561;industria_comercio_e_negocios
PR000562;cool_stuff
PR000563;beleza_saude
PR000564;cama_mesa_banho
PR000565;brinquedos
PR000566;eletrodomesticos_2
PR000567;beleza_saude
PR000568;cama_mesa_banho
PR000569;beleza_saude
PR000570;eletrodomesticos
PR000571;construcao_ferramentas_construcao
PR000572;esporte_lazer
PR000573;ferramentas_jardim
PR000574;perfumaria
PR000575;fashion_bolsas_e_acessorios
PR000576;cama_mesa_banho
PR000577;cama_mesa_banho
PR000578;casa_conforto
PR000579;cama_mesa_banho
PR000580;cool_stuff
PR000581;informatica_acessorios
PR000582;cama_mesa_banho
PR000583;cool_stuff
PR000584;cama_mesa_banho
PR000585;relogios_presentes
PR000586;ferramentas_jardim
PR000587;fashion_underwear_e_moda_praia
PR000588;relogios_presentes
PR000589;esporte_lazer
PR000590;ferramentas_jardim
PR000591;relogios_presentes
PR000592;audio
PR000593;beleza_saude
PR000594;alimentos_bebidas
PR000595;informatica_acessorios
PR000596;utilidades_domesticas
PR000597;automotivo
PR000598;esporte_lazer
PR000599;beleza_saude
PR000600;moveis_decoracao
PR000601;bebes
PR000602;esporte_lazer
PR000603;beleza_saude
PR000604;cool_stuff
PR000605;moveis_decoracao
PR000606;informatica_acessorios
PR000607;telefonia
PR000608;consoles_games
PR000609;informatica_acessorios
PR000610;bebidas
PR000611;beleza_saude
PR000612;moveis_decoracao
PR000613;cama_mesa_banho
PR000614;automotivo
PR000615;esporte_lazer
PR000616;utilidades_domesticas
PR000617;NA
PR000618;eletroportateis
PR000619;informatica_acessorios
PR000620;cama_mesa_banho
PR000621;moveis_decoracao
PR000622;cama_mesa_banho
PR000623;utilidades_domesticas
PR000624;moveis_decoracao
PR000625;cama_mesa_banho
PR000626;cama_mesa_banho
PR000627;beleza_saude
PR000628;NA
PR000629;NA
PR000630;moveis_decoracao
PR000631;ferramentas_jardim
PR000632;automotivo
PR000633;esporte_lazer
PR000634;construcao_ferramentas_construcao
PR000635;moveis_decoracao
PR000636;cama_mesa_banho
PR000637;cool_stuff
PR000638;telefonia
PR000639;cool_stuff
PR000640;papelaria
PR000641;relogios_presentes
PR000642;beleza_saude
PR000643;moveis_cozinha_area_de_servico_jantar_e_jardim
PR000644;bebes
PR000645;construcao_ferramentas_jardim
PR000646;pet_shop
PR000647;ferramentas_jardim
PR000648;pet_shop
PR000649;artigos_de_festas
PR000650;cama_mesa_banho
PR000651;pet_shop
PR000652;construcao_ferramentas_construcao
PR000653;musica
PR000654;cool_stuff
PR000655;moveis_escritorio
PR000656;telefonia
PR000657;eletronicos
PR000658;beleza_saude
PR000659;relogios_presentes
PR000660;construcao_ferramentas_construcao
PR000661;brinquedos
PR000662;beleza_saude
PR000663;utilidades_domesticas
PR000664;telefonia_fixa
PR000665;relogios_presentes
PR000666;perfumaria
PR000667;cama_mesa_banho
PR000668;automotivo
PR000669;automotivo
PR000670;telefonia
PR000671;informatica_acessorios
PR000672;malas_acessorios
PR000673;livros_tecnicos
PR000674;brinquedos
PR000675;cama_mesa_banho
PR000676;moveis_decoracao
PR000677;utilidades_domesticas
PR000678;brinquedos
PR000679;moveis_decoracao
PR000680;fashion_bolsas_e_acessorios
PR000681;brinquedos
PR000682;cama_mesa_banho
PR000683;moveis_decoracao
PR000684;consoles_games
PR000685;informatica_acessorios
PR000686;informatica_acessorios
PR000687;cool_stuff
PR000688;papelaria
PR000689;telefonia
PR000690;papelaria
PR000691;automotivo
PR000692;moveis_cozinha_area_de_servico_jantar_e_jardim
PR000693;brinquedos
PR000694;beleza_saude
PR000695;informatica_acessorios
PR000696;telefonia
PR000697;NA
PR000698;market_place
PR000699;brinquedos
PR000700;beleza_saude
PR000701;NA
PR000702;moveis_decoracao
PR000703;esporte_lazer
PR000704;esporte_lazer
PR000705;automotivo
PR000706;moveis_decoracao
PR000707;esporte_lazer
PR000708;esporte_lazer
PR000709;telefonia
PR000710;livros_tecnicos
PR000711;musica
PR000712;informatica_acessorios
PR000713;utilidades_domesticas
PR000714;utilidades_domesticas
PR000715;fashion_underwear_e_moda_praia
PR000716;utilidades_domesticas
PR000717;utilidades_domesticas
PR000718;fashion_calcados
PR000719;instrumentos_musicais
PR000720;utilidades_domesticas
PR000721;agro_industria_e_comercio
PR000722;NA
PR000723;fashion_bolsas_e_acessorios
PR000724;brinquedos
PR000725;papelaria
PR000726;moveis_decoracao
PR000727;perfumaria
PR000728;cama_mesa_banho
PR000729;beleza_saude
PR000730;esporte_lazer
PR000731;perfumaria
PR000732;construcao_ferramentas_construcao
PR000733;fashion_roupa_masculina
PR000734;automotivo
PR000735;cama_mesa_banho
PR000736;cool_stuff
PR000737;NA
PR000738;alimentos
PR000739;perfumaria
PR000740;pet_shop
PR000741;artigos_de_festas
PR000742;automotivo
PR000743;automotivo
PR000744;automotivo
PR000745;papelaria
PR000746;malas_acessorios
PR000747;beleza_saude
PR000748;esporte_lazer
PR000749;NA
PR000750;malas_acessorios
PR000751;bebes
PR000752;NA
PR000753;automotivo
PR000754;esporte_lazer
PR000755;automotivo
PR000756;cama_mesa_banho
PR000757;beleza_saude
PR000758;alimentos_bebidas
PR000759;automotivo
PR000760;cama_mesa_banho
PR000761;esporte_lazer
PR000762;NA
PR000763;beleza_saude
PR000764;utilidades_domesticas
PR000765;brinquedos
PR000766;cama_mesa_banho
PR000767;instrumentos_musicais
PR000768;telefonia
PR000769;eletronicos
PR000770;consoles_games
PR000771;moveis_decoracao
PR000772;beleza_saude
PR000773;esporte_lazer
PR000774;cama_mesa_banho
PR000775;livros_tecnicos
PR000776;telefonia_fixa
PR000777;esporte_lazer
PR000778;cool_stuff
PR000779;beleza_saude
PR000780;fashion_bolsas_e_acessorios
PR000781;perfumaria
PR000782;informatica_acessorios
PR000783;moveis_decoracao
PR000784;automotivo
PR000785;relogios_presentes
PR000786;utilidades_domesticas
PR000787;esporte_lazer
PR000788;utilidades_domesticas
PR000789;moveis_decoracao
PR000790;telefonia
PR000791;cama_mesa_banho
PR000792;beleza_saude
PR000793;brinquedos
PR000794;relogios_presentes
PR000795;cama_mesa_banho
PR000796;cama_mesa_banho
PR000797;brinquedos
PR000798;cama_mesa_banho
PR000799;telefonia
PR000800;cool_stuff
PR000801;artigos_de_festas
PR000802;pet_shop
PR000803;esporte_lazer
PR000804;relogios_presentes
PR000805;casa_conforto
PR000806;pet_shop
PR000807;brinquedos
PR000808;telefonia
PR000809;relogios_presentes
PR000810;esporte_lazer
PR000811;automotivo
PR000812;consoles_games
PR000813;beleza_saude
PR000814;telefonia
PR000815;informatica_acessorios
PR000816;esporte_lazer
PR000817;automotivo
PR000818;moveis_cozinha_area_de_servico_jantar_e_jardim
PR000819;automotivo
PR000820;telefonia
PR000821;utilidades_domesticas
PR000822;cama_mesa_banho
PR000823;moveis_decoracao
PR000824;esporte_lazer
PR000825;brinquedos
PR000826;automotivo
PR000827;pet_shop
PR000828;perfumaria
PR000829;esporte_lazer
PR000830;beleza_saude
PR000831;automotivo
PR000832;cama_mesa_banho
PR000833;automotivo
PR000834;esporte_lazer
PR000835;cama_mesa_banho
PR000836;perfumaria
PR000837;informatica_acessorios
PR000838;esporte_lazer
PR000839;pet_shop
PR000840;eletronicos
PR000841;casa_construcao
PR000842;telefonia
PR000843;automotivo
PR000844;esporte_lazer
PR000845;esporte_lazer
PR000846;cama_mesa_banho
PR000847;informatica_acessorios
PR000848;utilidades_domesticas
PR000849;esporte_lazer
PR000850;bebes
PR000851;utilidades_domesticas
PR000852;beleza_saude
PR000853;construcao_ferramentas_construcao
PR000854;malas_acessorios
PR000855;tablets_impressao_imagem
PR000856;beleza_saude
PR000857;bebes
PR000858;utilidades_domesticas
PR000859;automotivo
PR000860;fashion_bolsas_e_acessorios
PR000861;cama_mesa_banho
PR000862;eletronicos
PR000863;cama_mesa_banho
PR000864;brinquedos
PR000865;livros_interesse_geral
PR000866;esporte_lazer
PR000867;moveis_decoracao
PR000868;telefonia
PR000869;alimentos_bebidas
PR000870;informatica_acessorios
PR000871;cool_stuff
PR000872;cama_mesa_banho
PR000873;moveis_decoracao
PR000874;moveis_decoracao
PR000875;eletrodomesticos
PR000876;papelaria
PR000877;construcao_ferramentas_construcao
PR000878;beleza_saude
PR000879;moveis_sala
PR000880;beleza_saude
PR000881;informatica_acessorios
PR000882;livros_importados
PR000883;fashion_bolsas_e_acessorios
PR000884;utilidades_domesticas
PR000885;construcao_ferramentas_construcao
PR000886;beleza_saude
PR000887;automotivo
PR000888;fashion_bolsas_e_acessorios
PR000889;informatica_acessorios
PR000890;construcao_ferramentas_jardim
PR000891;moveis_decoracao
PR000892;automotivo
PR000893;alimentos
PR000894;NA
PR000895;informatica_acessorios
PR000896;brinquedos
PR000897;relogios_presentes
PR000898;beleza_saude
PR000899;brinquedos
PR000900;utilidades_domesticas
PR000901;consoles_games
PR000902;malas_acessorios
PR000903;construcao_ferramentas_jardim
PR000904;automotivo
PR000905;eletrodomesticos_2
PR000906;malas_acessorios
PR000907;moveis_decoracao
PR000908;automotivo
PR000909;perfumaria
PR000910;beleza_saude
PR000911;NA
PR000912;pet_shop
PR000913;malas_acessorios
PR000914;perfumaria
PR000915;informatica_acessorios
PR000916;eletroportateis
PR000917;brinquedos
PR000918;relogios_presentes
PR000919;brinquedos
PR000920;moveis_decoracao
PR000921;informatica_acessorios
PR000922;pet_shop
PR000923;casa_conforto
PR000924;beleza_saude
PR000925;papelaria
PR000926;relogios_presentes
PR000927;moveis_decoracao
PR000928;bebes
PR000929;esporte_lazer
PR000930;utilidades_domesticas
PR000931;beleza_saude
PR000932;esporte_lazer
PR000933;climatizacao
PR000934;brinquedos
PR000935;relogios_presentes
PR000936;cama_mesa_banho
PR000937;livros_tecnicos
PR000938;brinquedos
PR000939;moveis_decoracao
PR000940;cama_mesa_banho
PR000941;esporte_lazer
PR000942;automotivo
PR000943;moveis_decoracao
PR000944;telefonia
PR000945;cama_mesa_banho
PR000946;cool_stuff
PR000947;pet_shop
PR000948;telefonia_fixa
PR000949;fashion_bolsas_e_acessorios
PR000950;beleza_saude
PR000951;utilidades_domesticas
PR000952;cool_stuff
PR000953;brinquedos
PR000954;utilidades_domesticas
PR000955;ferramentas_jardim
PR000956;NA
PR000957;ferramentas_jardim
PR000958;telefonia
PR000959;esporte_lazer
PR000960;eletrodomesticos
PR000961;beleza_saude
PR000962;eletronicos
PR000963;beleza_saude
PR000964;relogios_presentes
PR000965;construcao_ferramentas_iluminacao
PR000966;ferramentas_jardim
PR000967;esporte_lazer
PR000968;pet_shop
PR000969;moveis_decoracao
PR000970;beleza_saude
PR000971;beleza_saude
PR000972;ferramentas_jardim
PR000973;telefonia
PR000974;consoles_games
PR000975;portateis_casa_forno_e_cafe
PR000976;moveis_decoracao
PR000977;brinquedos
PR000978;bebes
PR000979;relogios_presentes
PR000980;moveis_decoracao
PR000981;beleza_saude
PR000982;telefonia
PR000983;bebes
PR000984;pet_shop
PR000985;brinquedos
PR000986;automotivo
PR000987;fashion_bolsas_e_acessorios
PR000988;moveis_decoracao
PR000989;cool_stuff
PR000990;cama_mesa_banho
PR000991;eletronicos
PR000992;moveis_decoracao
PR000993;NA
PR000994;climatizacao
PR000995;cama_mesa_banho
PR000996;pet_shop
PR000997;automotivo
PR000998;moveis_decoracao
PR000999;esporte_lazer
PR001000;informatica_acessorios
PR001001;perfumaria
PR001002;esporte_lazer
PR001003;market_place
PR001004;utilidades_domesticas
PR001005;utilidades_domesticas
PR001006;papelaria
PR001007;utilidades_domesticas
PR001008;perfumaria
PR001009;cama_mesa_banho
PR001010;moveis_decoracao
PR001011;automotivo
PR001012;utilidades_domesticas
PR001013;eletronicos
PR001014;alimentos_bebidas
PR001015;brinquedos
PR001016;utilidades_domesticas
PR001017;agro_industria_e_comercio
PR001018;ferramentas_jardim
PR001019;eletronicos
PR001020;moveis_decoracao
PR001021;automotivo
PR001022;cama_mesa_banho
PR001023;cool_stuff
PR001024;esporte_lazer
PR001025;instrumentos_musicais
PR001026;moveis_decoracao
PR001027;relogios_presentes
PR001028;brinquedos
PR001029;bebes
PR001030;brinquedos
PR001031;moveis_decoracao
PR001032;esporte_lazer
PR001033;informatica_acessorios
PR001034;informatica_acessorios
PR001035;bebes
PR001036;alimentos_bebidas
PR001037;cama_mesa_banho
PR001038;beleza_saude
PR001039;moveis_decoracao
PR001040;perfumaria
PR001041;relogios_presentes
PR001042;esporte_lazer
PR001043;moveis_decoracao
PR001044;automotivo
PR001045;moveis_decoracao
PR001046;eletronicos
PR001047;moveis_decoracao
PR001048;relogios_presentes
PR001049;livros_tecnicos
PR001050;papelaria
PR001051;telefonia
PR001052;moveis_decoracao
PR001053;malas_acessorios
PR001054;informatica_acessorios
PR001055;telefonia
PR001056;eletrodomesticos_2
PR001057;esporte_lazer
PR001058;telefonia
PR001059;utilidades_domesticas
PR001060;NA
PR001061;informatica_acessorios
PR001062;relogios_presentes
PR001063;utilidades_domesticas
PR001064;beleza_saude
PR001065;bebes
PR001066;fashion_underwear_e_moda_praia
PR001067;NA
PR001068;informatica_acessorios
PR001069;beleza_saude
PR001070;fashion_bolsas_e_acessorios
PR001071;papelaria
PR001072;moveis_decoracao
PR001073;esporte_lazer
PR001074;relogios_presentes
PR001075;automotivo
PR001076;automotivo
